id_number	mz	rtime	cSelectivity	goodness_fitting	snr	posi-Yeast-12C14N-a	posi-Yeast-12C14N-b	posi-Yeast-12C14N-c	posi-Yeast-13C14N-a	posi-Yeast-13C14N-b	posi-Yeast-13C14N-c
F456	135.0666	799.39	1	0.99	2790	0	0	0	198654306	200620455	206074351
F457	268.1785	145.95	1	0.97	1612	943693	2230709	2267041	1792196	1950106	1753984
F458	313.2741	141.99	1	0.92	554	3612186	3961705	3529650	3235526	3413749	3610638
F459	313.2741	411.94	0.95	0.88	24	350780	366303	326466	15563	11901	17773
F460	135.0804	148.57	1	0.99	1601	125029642	129580391	128108928	376488204	370534279	368255645
F461	268.212	134.61	1	0.99	14	332067	371374	328165	328115	365558	393476
F462	268.212	254.73	1	0.91	66	4284936	5158518	5195516	4328232	4533396	5518531
F463	268.2273	154.79	1	0.75	66	3342815	3537181	2941942	2003465	1996936	1980268
F464	313.3297	145.04	1	0.97	355	461534	532827	785131	511974	347033	349068
F465	268.2385	420.68	1	0.98	334	1525743	1499298	1335504	1525664	1790441	1718090
F466	135.1016	171.5	1	0.8	17	2424810	2351595	2393957	2650144	2504552	2548339
F467	313.9836	115.58	1	0.95	14	0	368319	331246	337182	0	358617
F468	313.9836	1199.17	1	0.95	49	0	7273389	6951267	7306593	0	7175575
F469	268.2636	146.83	1	0.9	120	936685	545134	494975	706642	434001	1115046
F470	268.2636	152.96	1	0.76	128	1085503	1583393	1238981	663606	655763	569601
F471	135.103	247.67	1	0.97	552	0	0	0	3206199	3351800	3102722
F472	314.1564	335.81	1	0.99	273	0	0	0	2175446	2325880	2682334
F473	268.9154	816.58	1	0.85	156	2217381	1327092	1703429	6592	0	0
F474	268.9154	845.08	1	0.99	233	40324	484454	132910	1641779	1507785	1539576
F475	135.1144	615.11	1	0.97	95	0	0	2601	961358	978230	1108747
F476	135.1144	1011.68	1	0.93	503	0	1048	0	29278554	29164575	29713421
F477	268.9512	798.38	1	0.96	282	5166981	2306	7875939	0	0	0
F478	268.9512	807.69	1	0.95	157	0	6514240	285581	0	0	0
F479	268.9512	820.99	1	0.95	489	0	15682	0	5234330	5580960	7187691
F480	314.1753	146.83	1	0.92	614	1631853	1746213	1619076	1358859	1409607	1428164
F481	314.1753	157.74	1	0.93	358	2345203	2705859	2961432	2321534	2578959	3488467
F482	314.1753	237.83	1	0.79	108	433508	517642	479569	536092	484614	508205
F483	135.1168	147.7	1	0.84	57	17616070	16646106	19541697	19602704	18603971	17491385
F484	268.9987	827.95	1	0.87	18	16845669	17035259	21546040	438452	288573	216154
F485	268.9987	845.08	1	0.99	33	709082	2809063	892055	15911836	18112764	19888160
F486	269.0178	801.36	1	0.97	360	0	0	0	971941	1220230	1390123
F487	314.1813	522.04	1	0.96	112	1141635	1163717	1224080	1467921	1443759	1515093
F488	136.0637	800.38	1	0.98	96	14321	46135	109667	609177	584669	616427
F489	269.1021	125.2	0.63	0.83	40	240154	252957	241877	223992	267412	248733
F490	269.1021	163.9	0.55	0.8	169	659321	680938	838783	651370	575492	738413
F491	136.0838	147.7	1	0.98	4689	12184882	10287869	11146061	36319415	34845782	33920074
F492	269.1173	151.18	1	0.78	213	1181262	997012	1389699	1358896	1152026	1350803
F493	269.1173	234.85	1	0.79	44	185760	114104	173661	213468	217104	215894
F494	314.1832	145.95	1	0.99	765	3785394	2910888	4594352	2846381	3357504	3170725
F495	314.1832	405.48	1	0.84	157	1625855	1597144	1858363	1636203	1572239	1860984
F496	269.1302	425	1	0.98	1064	6486938	6881371	7456246	2744406	2797935	2991595
F497	269.1358	426.07	1	1	11727	102129345	105929668	112860032	36510275	38241331	39160823
F498	202.9948	627.86	1	0.63	17	0	0	16187296	0	0	16483440
F499	269.1538	147.7	1	0.97	895	14814745	16176393	16640194	15242337	13944328	13817375
F500	203.0533	684.54	1	0.99	11442	571057583	593261808	590685531	2197993	2269011	2587673
F501	136.1064	679.15	1	0.95	32	0	0	0	499810	529113	469557
F502	136.1064	720.9	1	1	198	0	0	0	2029410	2022160	2012671
F503	136.1064	1012.74	1	0.87	274	0	0	0	12627997	12570415	12449031
F504	269.1752	145.04	1	0.94	93	1046113	1169555	1139969	1393037	1668818	1276144
F505	269.1752	235.83	0.65	0.53	13	397870	213735	392803	508761	504010	517009
F506	314.196	157.74	0.67	0.45	17	209724	408411	0	177556	173495	348250
F507	314.196	414.1	0.49	0.6	9	392141	405067	0	470910	413544	421950
F508	136.1123	233.86	1	0.31	10	37432421	38277950	40426628	38865652	38342260	39840422
F509	136.1202	148.57	0.86	0.62	68	139202	0	0	484547	532840	289187
F510	269.179	184.65	1	0.94	215	1317209	1265419	1391804	1336641	1361943	1295614
F511	269.179	230.88	0.95	0.68	152	875349	858408	955106	894221	883357	901230
F512	136.9306	798.38	1	0.97	25	0	0	906754	0	0	0
F513	136.9306	806.49	1	0.96	16	0	638191	24692	0	0	0
F514	136.9306	820.99	1	0.94	48	0	0	0	514842	664063	818935
F515	269.1903	145.04	1	0.97	360	28012398	28826211	30129955	28318464	28895748	27434214
F516	136.9403	338.95	0.87	0.6	6	15650537	13918246	15142808	12648527	10439047	11541482
F517	203.1073	144.07	1	0.94	50	1056921	985490	1309766	1382357	1396985	1099510
F518	203.1073	236.86	0.91	0.39	7	306665	130785	276001	333464	280749	327105
F519	269.2114	145.95	1	0.98	95	8248106	8098126	8268762	8843209	8419440	8727606
F520	269.2114	237.83	1	0.84	9	843657	310278	910589	1169683	1065545	1154171
F521	137.029	770.91	1	0.96	606	0	0	0	5765440	5668204	5558642
F522	269.2227	171.5	1	0.85	91	0	0	0	0	386671	366823
F523	203.111	460.38	1	0.98	29	368009	442149	488198	12009	7330	6606
F524	203.111	696.73	1	0.99	62	21115	10128	24642	748006	750715	751816
F525	203.111	775.92	1	0.98	68	1344	16413	0	857146	1072058	1115268
F526	137.0709	800.38	0.61	0.86	9	0	0	0	1734240	1727762	1792543
F527	269.248	143.05	1	0.98	94	5628607	4861429	5553102	5809437	6459260	5583512
F528	137.0743	824.43	1	0.93	423	0	0	0	4584322	4819797	4779327
F529	203.1149	700	1	0.96	121	14399	19381	22934	2291431	2299589	2435879
F530	203.1149	773.92	1	0.93	9263	136490704	146218260	152160428	842441	1050140	1295303
F531	270.0021	826.81	1	0.9	33	991255	986840	1264574	20952	3679	9784
F532	270.0021	845.08	1	0.99	60	19076	146895	26819	910417	1021437	1123612
F533	203.1215	1009.48	1	0.93	656	0	0	0	18132904	18510615	18729902
F534	270.1284	427.22	1	0.99	6797	42717092	48163803	51344661	16762813	17183876	17966123
F535	314.2069	186.61	1	0.89	43	566127	604141	582940	561698	606392	600977
F536	314.2069	239.78	1	0.6	27	76548	22155	174534	191584	267977	270051
F537	314.2069	523.11	1	0.9	73	856191	858851	721565	762197	796136	846546
F538	270.1341	183.67	0.79	0.51	11	424739	455376	291710	422073	316925	457708
F539	270.1341	237.83	0.74	0.64	14	530417	480178	533419	707126	513077	559085
F540	137.0961	147.7	1	0.93	183	24065376	23165271	25305663	49085066	46716247	48347128
F541	137.0961	167.76	1	0.85	67	16463416	16234428	16763372	23770093	22489461	23074009
F542	270.1391	426.07	1	0.95	286	1315927	1493557	1577251	0	505215	569247
F543	203.1395	159.79	1	0.99	153	8976573	8887129	10330393	6262874	6353133	6190087
F544	203.1395	375.97	1	0.9	13	6674703	7000870	6499523	6861890	6768694	6376937
F545	203.1395	497.7	1	0.93	13	1635478	1616482	1735358	1228319	1169158	1244995
F546	314.2118	145.95	1	0.91	539	1863509	2293956	1915996	1854901	2008788	1246722
F547	314.2118	155.75	1	0.8	301	1713454	1129419	1787262	1771639	1932687	2050276
F548	314.2118	238.79	0.97	0.62	47	104679	51992	39691	192664	117994	276288
F549	270.1567	147.7	1	0.78	127	1270077	2180440	1128758	1708616	1113268	1386777
F550	270.1567	186.61	0.88	0.91	16	803195	0	823087	0	0	1083772
F551	270.1567	238.79	0.86	0.9	20	181793	0	261128	0	0	498100
F552	203.1435	156.73	0.33	0.57	13	186093	97623	133373	118052	221548	223175
F553	270.1853	156.73	1	0.61	276	1597679	948111	687090	1299144	0	660222
F554	314.2176	186.61	1	0.91	599	20805274	20390586	20633617	20690211	20703427	20968827
F555	314.2176	238.79	1	0.96	600	10027319	383937	11487871	11423350	11522231	11463380
F556	314.2176	258.76	1	0.56	93	820732	10881910	668221	744745	563547	665615
F557	314.2176	335.81	0.96	0.65	9	1798	102416	517274	391454	610046	737384
F558	203.1478	162.88	1	0.66	56	1293990	1029349	1146035	282041	342486	427387
F559	203.1478	186.61	1	0.8	44	1356312	1171061	1494940	732706	696458	621151
F560	203.1478	236.86	1	0.68	115	1691495	1835145	1811502	918383	1013341	957010
F561	203.1759	187.59	1	0.9	111	2636404	2531661	2677603	2233267	2197854	2311097
F562	270.1913	145.95	1	0.94	36	3718819	0	4373583	0	0	0
F563	270.1913	185.63	1	0.9	188	14684500	15182807	15428323	14455499	15046956	15284068
F564	270.1913	231.88	1	0.82	136	8838087	9439326	10025292	8362862	9855344	10720375
F565	270.1937	145.95	1	0.98	1824	0	3450458	0	3247397	3154456	3768921
F566	314.2197	96.92	0.99	0.68	16	1247197	1331025	1226877	1319835	1329347	1291671
F567	314.2197	145.95	1	0.83	57	872103	716485	736158	1100557	351383	1033055
F568	314.2197	233.86	1	0.95	98	617057	0	635010	1075884	493108	804653
F569	314.2197	250.69	0.99	0.49	20	22163	567999	109957	31971	107532	24399
F570	314.2197	310.06	1	0.59	15	1457892	1464936	1529170	1389128	1260999	1497375
F571	314.2197	386.53	1	0.95	42	3425586	3540798	3228520	3650103	3131458	3251818
F572	203.1801	145.04	1	0.69	90	642897	1194591	1264749	551136	555641	647932
F573	314.2327	145.95	1	0.79	140	1914370	1499874	1971840	2197545	1609377	1825855
F574	314.2327	157.74	1	0.73	50	1845866	1401918	2365629	1700160	1163934	913024
F575	314.2327	237.83	1	0.58	22	767092	664255	800858	782875	743267	682937
F576	204.1056	805.42	1	0.93	105	0	0	0	0	0	677532
F577	314.269	144.07	1	0.92	346	25434514	24517079	23300209	23892110	24378398	21782645
F578	314.269	159.79	1	0.94	796	133991630	135907142	137575102	69474114	68355575	67300372
F579	204.114	696.73	1	0.99	665	0	0	1484	5188271	4958631	5052899
F580	137.1073	159.79	1	0.95	8	721152	827819	959011	923388	635826	702290
F581	314.2885	176.62	1	0.97	360	1718539	2139696	1541596	1283296	1105455	989578
F582	314.2885	188.57	1	0.94	775	8142983	8057020	9602919	3050804	3709151	4127778
F583	314.2885	293.91	1	0.95	607	13211417	1110076	9877487	5616970	5441239	4646366
F584	314.2885	309.02	1	1	605	3480094	17041464	10410055	1177903	1646339	3905989
F585	204.1179	700	1	0.98	1229	0	0	0	41309113	41963412	45780521
F586	204.1179	773.92	1	0.86	414	10566348	11413733	11483563	63273	88187	105817
F587	137.1325	146.83	1	0.8	44	3669476	4181475	4547195	5459710	4954937	5354165
F588	137.138	804.38	1	0.98	194	0	0	0	950733	834409	829331
F589	270.2066	167.76	0.71	0.45	18	0	942831	830820	931911	841100	1207886
F590	314.3057	141.99	1	0.94	661	2091459	1893976	2057680	1925549	2012443	1864663
F591	314.3057	171.5	0.91	0.77	38	169279	70043	96776	113780	184785	101599
F592	314.3057	232.87	0.89	0.92	34	127776	19693	95632	158020	125345	91166
F593	270.2148	145.04	1	0.96	264	770593	868765	665250	824095	1079391	795418
F594	138.0551	797.36	1	0.8	24	9285176	709618	7296218	288093	247485	270048
F595	138.0551	806.49	1	0.77	20	2680127	10585867	2839582	1909661	1855386	1891283
F596	270.2428	153.86	1	0.98	271	10908481	10933845	12205621	7188483	6951956	6955185
F597	138.0583	826.81	1	0.96	298	0	0	0	5018567	4894777	4551830
F598	270.2512	143.05	1	0.97	259	984167	851208	992561	911551	929486	799889
F599	138.0914	239.78	1	0.76	48	58113056	59894073	64379900	64098498	64882155	68621103
F600	315.0573	849.14	1	0.91	88	0	0	0	0	0	664484
