id_number	mz	rtime	neg-12C14N-3-0ev	neg-12C14N-1-0ev	neg-12C14N-2-0ev
F1918	182.0731	646.32	375477	364251	394956
F1923	182.0749	709.03	12358351	12333864	12304560
F1922	182.0749	683.74	4602102	4464826	4598179
F1933	182.1183	171.8	334942	497689	360499
F2034	183.0101	125.12	1381052	1165368	1288802
F2042	183.0126	805.46	7701013	7172384	7221186
F2046	183.0327	530.87	8100645	8072597	8329024
F2049	183.0367	586.83	769993	845172	697391
F2064	183.0604	678.51	275409	180933	218129
F2067	183.0758	709.62	2021930	1994919	1980926
F2066	183.0758	682.57	703220	742349	691227
F2068	183.0872	430.92	599519	490349	556152
F2069	183.1137	176.95	82695	57686	41550
F2070	183.1387	162.75	8083659	8859964	8088974
F2072	183.9705	810.56	27595324	27768828	27732176
F2077	183.9869	804.89	1218625	1318221	1194189
F2078	183.988	675.61	193193	200892	181599
F2079	184.0002	140.76	398253	370162	351045
F2080	184.0015	826.04	931143	1333319	1170084
F2081	184.0015	835.66	1114017	935046	938525
F2084	184.0136	805.46	789279	608396	790246
F2092	184.025	775.56	8756851	10650209	9864289
F2101	184.0281	780.12	33393707	35360165	34338230
F2126	184.0515	432.07	23345008	17932637	21007641
F2130	184.059	730.1	1492006	1501917	1637477
F2129	184.059	672.13	340854	333141	300540
F2133	184.0725	723.63	4619320	28719	3129596
F2132	184.0725	557.4	2128825	1692824	1934994
F2135	184.0725	1184.45	905903	670437	790284
F2134	184.0725	1173.76	604536	434061	529016
F2137	184.1421	135.54	90706	85230	129974
F2157	184.9677	286.32	5628095	5619184	5655180
F2158	184.9707	810	2797607	2734031	2474290
F2159	184.9738	811.13	879973	986210	1044492
F2163	184.9855	844.31	3365758	3333125	3237876
F2166	185.0035	298.54	969183	1029982	1033810
F2175	185.0221	444.3	1929006	2145367	2103657
F2185	185.0276	781.24	1910986	2234004	2019089
F2184	185.0276	141.33	983965	1224286	885184
F2188	185.0313	779.55	847458	952969	872710
F2213	185.0564	760.2	923877	747971	908683
F2216	185.0564	1188.61	841666	697848	783164
F2215	185.0564	824.24	711795	633653	657980
F2212	185.0564	678.51	141484	100306	97445
F2214	185.0564	806.6	63742	27966	27156
F2217	185.0678	794.51	178568	122734	208756
F2223	185.0744	410.74	969336	1123147	1005036
F2222	185.0744	157.67	556932	521668	413024
F2226	185.076	723.04	373209	185610	369014
F2232	185.0816	172.37	42471895	41114554	42391152
F2236	185.0929	719.54	837598	995167	937343
F2238	185.1043	730.1	443024	332713	440819
F2245	185.1544	156.54	239760641	246543953	234746305
F2247	185.235	156.54	191340	0	0
F2254	185.963	591.51	528199	537899	503902
F2255	185.9689	810	559385	619762	461330
F2256	185.971	782.94	549223	559976	509376
F2261	186.0173	833.39	7186081	6172018	7048432
F2260	186.0173	779.55	1804114	1662193	1706264
F2262	186.025	780.12	929748	820207	892328
F2265	186.0405	381.55	9286961	9335921	9270031
F2286	186.0881	425.75	499225	398505	539024
F2287	186.0881	582.72	238512	133102	165251
F2314	186.1133	478.76	3960309	3938115	4118703
F2313	186.1133	178.67	1872496	1664799	1792324
F2320	186.1214	254.38	1851597	1808712	1970320
F2319	186.1214	231.39	141148	128199	106309
F2321	186.1578	156.54	19992987	21011528	19840171
F2329	186.9581	774.39	21189	11520	24609
F2330	186.9733	193.06	2670961	2922502	2912446
F2335	186.9834	428.04	91071	185111	104673
F2336	186.9911	679.09	292592	289777	324908
F2338	187.0013	835.09	943302	1069450	955647
F2339	187.0042	530.87	2240579	2272100	2205097
F2346	187.0096	540.33	28930395	24510228	23104604
F2347	187.0194	444.3	522201	533927	600794
F2361	187.0245	835.09	3672940	4246924	4110120
F2360	187.0245	784.07	1501227	1446917	1246149
F2369	187.0371	593.86	1442749	1555484	1563244
F2370	187.0418	533.82	456598	427847	453654
F2376	187.0722	678.51	90379126	90048742	89679029
F2377	187.0722	1184.45	775111	731606	727742
F2373	187.0722	559.75	171105	106397	153420
F2388	187.0973	699.05	9453693	9286702	9536079
F2399	187.1086	776.71	18565561	18691391	18272042
F2397	187.1086	572.11	6328228	6660409	6844953
F2398	187.1086	584.48	4477226	4434448	4355932
F2396	187.1086	518.43	3848307	3736141	3719141
F2417	187.1588	156.54	273333	216792	209264
F2419	187.1612	157.11	468794	530260	471676
F2428	187.9655	780.12	16358949	16436409	16724521
F2436	188.0311	1183.26	668117	554213	692665
F2437	188.0311	1189.8	258184	272347	251050
F2438	188.0351	395.57	28754564	28871946	28553695
F2442	188.0465	426.32	24817740	25488465	24363390
F2446	188.0562	795.67	30948934	31787914	32219214
F2445	188.0562	432.07	2261851	1968690	1992942
F2469	188.0676	749.55	1317668	1294718	1286962
F2470	188.0676	795.67	174223	200105	124646
F2471	188.0694	678.51	482736	612837	485742
F2473	188.0754	678.51	6437700	6721532	6645793
F2486	188.0926	535.6	14781288	15079395	15215865
F2501	188.1007	699.05	808828	766926	817677
F2499	188.1007	178.67	578738	549082	609524
F2502	188.104	878.07	228555	167988	228048
F2508	188.1121	775.56	1221488	1252522	1348929
F2506	188.1121	570.35	497646	423533	445733
F2507	188.1121	583.3	278712	283474	272948
F2505	188.1121	519.02	215139	194593	192066
F2516	188.1372	249.31	2169147	2402953	2218645
F2515	188.1372	163.88	2071498	1875576	2113813
F2514	188.1372	154.28	896648	801227	758488
F2548	188.9655	779.55	1622456	1657972	1749013
F2554	188.9715	535.6	20206812	20063854	19836672
F2553	188.9715	431.49	0	254283	174093
F2567	189.0305	366.34	5649575	5903337	5681813
F2568	189.0305	427.47	2996423	3204068	2917151
F2574	189.0341	594.45	307354	376452	369556
F2576	189.0386	387.98	2239727	2270721	2160826
F2579	189.0402	283.99	3512900	3643421	3558766
F2596	189.0516	826.61	794567	931309	798734
F2598	189.0596	795.67	2095580	2089978	2161743
F2604	189.0782	1158.89	1845284	1469979	1723976
F2605	189.0879	681.41	2273479	2143839	2181491
F2613	189.0961	535.6	715886	760818	653735
F2628	189.113	172.37	4454921	4026854	4549281
F2631	189.1494	179.24	130169	112769	150621
F2635	190.0145	424.61	235066	232099	248363
F2647	190.0396	675.03	579003	510423	464774
F2648	190.0508	536.19	6724979	6818799	6828176
F2649	190.0543	426.32	11340810	10880271	11125034
F2650	190.0619	795.67	213664	181852	7887
F2669	190.08	245.88	1376613	1301005	1409803
F2670	190.08	678.51	170885	195020	168367
F2676	190.6756	851.83	199752	219879	200902
F2678	190.7385	854.13	202372	136185	260961
F2679	190.8824	830.57	2351277	1821860	2129652
F9608	190.9355	850.1	2756754	3451275	3127833
F9609	190.9355	981.04	132085	194026	169219
F2686	190.9485	157.11	213616	0	77420
F2688	190.9548	530.87	3198282	3129463	3257262
F2691	190.9575	137.28	164798	177329	176207
F2786	191.0195	851.25	964938927	1083603196	1027971855
F2784	191.0195	811.7	934083	699023	825995
F2785	191.0195	817.95	202878	67090	198470
F2794	191.0309	669.81	724200	720623	664956
F2793	191.0309	651.01	342177	330026	303622
F2792	191.0309	620.94	67102	36647	72924
F2802	191.0495	532.64	1650462	1398943	1564316
F2800	191.0495	434.38	763170	809192	817228
F2803	191.0541	537.37	373835	405882	359771
F2807	191.0559	781.24	33132349	32994801	32837715
F2808	191.0574	426.32	475311	475809	384936
F2812	191.0673	750.14	407328	440020	470419
F2817	191.0732	431.49	1182907	1120895	1183948
F2818	191.0843	142.48	532031	568402	506021
F9612	191.1035	369.85	19657826	19793893	19230957
F9613	191.1035	851.83	2827435	3239362	2690877
F2846	191.3003	850.1	189340	388752	213759
F2847	191.3003	854.71	152951	194476	291720
F2849	191.9654	432.07	643301	614985	532700
F2851	191.987	846.06	178462	203601	220165
F2852	191.987	858.79	171206	174833	169135
F2862	192.0176	837.36	1424602	1222575	1247248
F2861	192.0176	827.18	344284	648228	533208
F2863	192.023	850.1	62409818	71497624	67343133
F2865	192.0261	1189.2	806449	816377	826032
F2868	192.0335	426.32	69197	52009	82756
F2871	192.0412	1189.8	661514	586019	631661
F2872	192.0501	426.9	246480	274593	266078
F2876	192.0526	556.81	2955571	3002737	3000523
F2875	192.0526	393.82	858749	470054	723861
F2882	192.0594	781.24	1752087	1856473	1789577
F2881	192.0594	726.57	1365853	1413384	1371496
F2903	192.0665	168.4	384844	394936	315190
F2908	192.0699	686.67	2186309	2080654	2100053
F2912	192.0777	1144.59	3438823	2950978	3467042
F2916	192.0824	409	466360	459296	443854
F2938	192.107	369.26	1204544	1140510	1118850
F2962	192.9483	831.13	17425	169280	19002
F2989	192.9576	827.18	3165354	4507440	4214676
F2488	192.9898	460.03	762342	786167	727733
F2489	192.9898	814.54	132655	110534	150608
F2490	192.9898	856.46	117667	120637	89861
F2504	193.0238	850.68	8866992	10183859	9504863
F10643	193.0257	851.25	0	0	1098047
F2510	193.0263	851.25	965781	1201868	39674
F2523	193.0503	167.27	2387866	3569145	1752826
F2527	193.0615	782.38	125996	36158	0
F2528	193.0715	270.59	26415187	26084702	26056045
F2537	193.0729	1183.26	4047575	3329202	3915163
F2536	193.0729	1145.19	1713009	1362561	1718645
F2538	193.077	477	600434	588257	659157
F10278	193.0811	142.48	0	140652	90291
F2539	193.0867	161.06	3186920	3794092	3477280
F2542	193.0901	140.76	366382	418729	433137
F2544	193.1078	261.3	12481183	17532532	9912986
F2555	194.0025	818.52	577489	598528	574415
F2557	194.0272	851.83	523168	579015	548208
F2566	194.0569	1188.01	2187400	1919044	2123911
F10282	194.0608	175.81	0	196769	183895
F2571	194.0749	271.17	848633	714598	803667
F2590	194.1112	261.3	423596	842988	259905
F2591	194.9175	139.6	578910	586290	566143
F2597	194.9274	830.57	100038030	78953585	82108815
F2615	194.9368	831.13	252234831	262893972	256685825
F2616	194.9396	200	13048224	13661579	13275652
F2617	194.9396	285.16	10636529	11347745	10874425
F2625	194.9464	847.8	29783397	34668573	29022360
F2641	194.9693	523.77	364815	331969	368576
F2642	194.9693	528.51	270880	185210	241004
F2643	194.9866	460.62	187802	145282	161225
F2645	194.9884	535.01	2518408	2825728	2657451
F2655	195.0022	320.09	866910	804814	905813
F2657	195.0257	678.51	450147	286052	306621
F2665	195.0297	135.54	627205	639021	615826
F2672	195.0386	679.09	189827	172599	211024
F2685	195.0521	1189.2	618749	543687	652083
F2684	195.0521	460.03	91926	112099	103981
F2705	195.0855	1005.87	24308660	23283153	23534387
F2706	195.0871	448.98	8683004	8574529	8582805
F2707	195.0871	483.46	2904432	2910562	2790813
F2720	195.9267	830.57	1680427	1158004	1242664
F2725	195.9365	830.57	1658929	1658337	1655189
F2736	195.9393	830.57	4474598	4916464	4795709
F2732	195.9393	286.9	37928	26214	18333
F2738	195.992	811.13	30087	36628	18534
F2748	196.0361	850.68	428976	2494983	816270
F2750	196.0361	1186.82	460378	771694	482427
F2752	196.0478	137.28	141908	183468	183390
F2753	196.059	718.37	3737067	4151910	4092748
F2754	196.059	734.8	3618449	3764940	3721519
F2755	196.0702	819.09	4831101	4595303	4913136
F2762	196.0725	677.93	12087230	12571010	12308686
F2764	196.0896	448.39	469223	516551	479702
F2768	196.1341	166.7	463035	455625	606827
F2769	196.1341	251.01	36095	21415	35604
F2770	196.1423	136.7	97143	134986	82032
F2771	196.8424	413.65	4312151	4525660	3909762
F2772	196.8946	852.98	869732	1223874	952893
F2822	196.9024	787.56	4121198	4739133	4452749
F2825	196.9146	139.6	464372	532197	555090
F2828	196.9162	830.57	8197912	8046949	7975022
F2829	196.9231	830.57	8052756	6271736	6511333
F2833	196.9258	835.66	3134931	2544531	2683388
F2832	196.9258	827.18	443835	755394	711791
F2834	196.9327	831.13	9823659	10298787	9495912
F2835	196.9352	831.13	17349864	17164057	17183565
F2844	196.9412	831.7	2858233	2678983	2878000
F2845	196.9446	847.8	1020384	1017104	960774
F2857	196.9759	843.72	2504931	3386540	2822840
F2885	197.0055	458.29	430641	375700	418770
F2893	197.022	815.11	1516700	1373165	1285113
F2901	197.0397	851.83	7065111	43496837	14302630
F2910	197.0427	448.39	4762565	3503209	4069394
F2918	197.0542	678.51	539565	541580	498571
F2922	197.0605	164.44	186088	157193	119731
F2926	197.0623	734.8	190731	201975	235293
F2930	197.0675	592.68	1250504	1126460	1273877
F2936	197.076	677.93	898160	902381	924607
F2945	197.1545	155.98	19547148	20462894	19135171
F2944	197.1545	130.89	4833206	5184466	4808313
F2949	197.9011	835.09	34221	16455	49227
F2964	197.9115	830.01	623354	654597	431940
F2972	198.0055	264.77	3216299	3460042	3357007
F2973	198.0055	299.7	885333	966541	932796
F2974	198.0055	310.76	730075	817342	793715
F2976	198.0141	428.62	212071	336194	205784
F2977	198.0171	846.64	259986	217315	218515
F2978	198.0205	432.07	670643	647895	582555
F2979	198.0229	135.54	139921	103271	85867
F2985	198.0383	792.18	717415	746145	754994
F2983	198.0383	541.51	369421	291424	302832
F2984	198.0383	717.79	237353	276647	298602
F2990	198.0438	730.69	471195	506909	492898
F2994	198.0518	453.64	8630691	663740	5476658
F2999	198.0747	672.71	12227114	13086379	12789300
F3000	198.0747	681.99	5726968	5346916	5324778
F2997	198.0747	559.16	972246	1006306	1020243
F2998	198.0747	590.93	425300	409808	402176
F3061	198.1134	425.75	3386275	3402288	3358612
F3067	198.1578	155.98	1689811	1827044	1680593
F3066	198.1578	130.31	501658	540073	486636
F3070	198.8396	383.31	2443681	2563114	2446748
F3088	198.8969	812.84	2596400	2920653	2878979
F3089	198.8969	836.79	1657645	1664782	1690943
F3102	198.9051	837.36	828104	626195	728607
F3104	198.9313	713.12	1412561	1337948	1294152
F3105	198.9313	792.18	1412561	1337948	1294152
F3128	198.965	489.35	984546	848144	1027761
F3169	199.002	802.62	644507	557383	530890
F3173	199.007	143.05	1858435	2127428	1457732
F3185	199.0102	535.01	1405507	1459362	1408493
F3187	199.0223	798.04	583502	623435	662654
F3192	199.0247	678.51	303283	219935	269820
F3197	199.0335	717.21	268243	278970	313281
F3201	199.0376	569.17	1923168	1986157	1994085
F3205	199.0471	1183.26	2397146	2218177	2398428
F3211	199.0699	780.68	24038970	23884704	23873754
F3227	199.0722	815.68	1075545	1075984	1125191
F3226	199.0722	679.09	280784	271557	274887
F9624	199.0762	165.57	666566	554437	442519
F3230	199.0781	672.71	809017	935593	832752
F3231	199.0781	682.57	279098	303521	272438
F9629	199.0806	154.28	3388135	1783705	3179343
F9630	199.0806	225.55	655814	314932	601830
F3247	199.1199	1007.02	2045738	2002752	2032996
F3252	199.1701	154.28	1199724058	1213365347	1179097487
F3257	199.2587	153.72	993075	230783	1876845
F3260	199.2599	154.85	2402903	3354433	1579698
F3262	199.2599	236.05	28490	110597	65728
F10304	199.4693	154.28	0	680814	493637
F10307	199.897	836.22	0	74759	80878
F3263	199.9867	810	613024	564172	586598
F3341	200.0342	465.28	180171	174231	189893
F3354	200.0539	780.12	16369429	16647395	16604105
F3353	200.0539	680.83	872834	715901	860881
F3352	200.0539	674.45	791729	847847	700540
F3361	200.0562	125.7	454370	438620	436119
F3362	200.0562	455.96	371416	354480	407608
F3401	200.0733	780.12	1485280	1300764	0
F3404	200.0745	781.81	0	0	1254941
F10308	200.083	154.28	0	227962	211790
F3410	200.1007	182.11	176602	133456	156096
F3416	200.1038	819.66	481614	395349	498381
F3422	200.129	253.82	3125732	3276482	3334346
F3423	200.129	435.54	3040871	3090007	3086175
F3420	200.129	174.66	1706012	1671591	1773918
F3436	200.1371	253.82	650398	670281	597260
F3434	200.1371	174.09	496343	370923	418465
F3432	200.1371	139.02	87021	82385	67338
F3435	200.1371	230.22	41482	45431	57164
F3439	200.1655	182.68	127538	147879	94925
F3451	200.1735	154.28	147534510	149099545	145339561
F3461	200.8926	837.94	344322	378762	380266
F3508	200.9116	833.39	1747262	1555459	1591431
F9634	200.9349	662.79	662097	480852	360532
F3577	200.9545	863.46	717283	1020251	809465
F10310	200.9856	833.96	0	56725	19083
F3587	200.9987	803.75	13721539	14510418	14652200
F3586	200.9987	530.87	8261692	8833380	8857822
F3606	201.0253	668.64	194404907	174519710	164333589
F3605	201.0253	597.38	167264027	150109153	137136793
F3610	201.0379	718.37	2348329	2417288	2314519
F3619	201.0492	672.13	992244	1037876	970270
F3620	201.0492	685.5	632924	602431	611679
F3641	201.0879	580.95	781842	736707	728756
F3642	201.0879	596.79	411554	406923	451361
F3640	201.0879	509.51	340394	225797	258140
F3645	201.0879	766.71	201211	178614	215314
F3646	201.0992	806.6	6434607	4217324	5422027
F3664	201.113	677.93	2659812	2762956	2689060
F3666	201.1243	510.1	1830838	1825914	1846595
F3665	201.1243	462.95	1426754	1493882	1432645
F3688	201.1744	153.72	2597680	2644500	2647489
F3689	201.1744	229.05	448853	501022	453890
F3692	201.1769	154.28	5432992	5452658	5292368
F3693	201.1769	227.88	1100852	1121130	974788
F3698	201.906	774.39	9091460	9810806	8969760
F3702	201.9812	810	15726047	15595584	15584646
F10312	201.9973	805.46	0	1801028	1882593
F3703	201.9982	804.32	1667829	0	0
F3704	202.0017	138.44	466969	541707	563369
F3705	202.0017	810.56	245119	228317	369286
F3727	202.0485	645.73	1582213	1621695	1609712
F3736	202.0719	433.22	4922121	4665104	4823565
F3737	202.0719	441.38	3164552	3320538	3106443
F3740	202.0733	1155.31	1533643	1320176	1485588
F3739	202.0733	1133.29	705489	543251	706649
F3754	202.08	180.39	1619256	1807130	1665491
F3753	202.08	142.48	102309	186821	157777
F3757	202.0832	680.83	4742377	3364228	4196893
F3761	202.0832	785.21	1013526	1077487	1075268
F3758	202.0832	712.54	462380	443501	420688
F3760	202.0832	766.12	254689	269642	243055
F3763	202.0985	256.67	592696	600053	621490
F3782	202.1164	253.82	527082	360332	516942
F3779	202.1164	174.09	269107	218347	368949
F3780	202.1164	179.82	273480	171778	254670
F3784	202.1164	677.93	202021	196123	215567
F3777	202.1164	138.44	150744	129365	136791
F3778	202.1164	152.59	74110	103909	135183
F3781	202.1164	230.22	18937	0	21041
F3786	202.1196	882.78	13086863	12973013	13020534
F3785	202.1196	854.13	2041140	2109604	2173589
F3836	202.9814	811.13	1324611	1591967	1498364
F3841	202.9872	541.51	65095276	63020093	63386662
F3842	202.996	531.46	2398095	2573642	2533146
F3861	203.0208	803.18	506717	520439	417488
F3870	203.0229	668.64	25604580	22376533	21393039
F3869	203.0229	597.97	21925215	19773762	17775859
F3878	203.0295	780.12	2432822	22218746	1911492
F3915	203.042	1183.86	545019	519962	577976
F3918	203.0495	432.07	1237309	1231830	1272053
F3919	203.0495	815.11	660761	577971	592445
F3928	203.0537	709.03	1574629	1558969	1446302
F3927	203.0537	684.33	368470	323842	334310
F3938	203.0673	823.67	5381165	5124013	5325892
F3937	203.0673	678.51	1960160	1884534	1985650
F3945	203.0825	523.17	54085154	56399515	54907001
F3944	203.0825	240.7	193544	166152	165512
F3947	203.0866	680.83	298714	205820	261566
F3962	203.123	882.78	928113	812816	903439
F3975	203.1287	252.13	16442910	15726370	16494245
F3974	203.1287	168.96	13885855	13975340	14442258
F9640	203.1746	523.17	130102	137050	125122
F3982	203.8686	187.27	199297	228041	224048
F4001	204.0047	358.14	5485369	5364563	5468271
F4008	204.0188	781.81	3669468	3530875	3590164
F4111	204.0301	453.64	2467031	2659512	2556276
F4116	204.0501	465.28	831287	756150	0
F4124	204.0509	804.32	386063	239641	255182
F4123	204.0509	465.28	0	0	821714
F4128	204.064	531.46	1373388	1407111	1380866
F4130	204.0699	824.24	241974	221771	193859
F4131	204.0795	525.55	179974	241364	221419
F4132	204.0857	524.36	5779014	5960879	5981573
F4173	204.0955	309.01	1213163	905607	999038
F4182	204.1319	168.96	1141445	1094163	1103106
F4183	204.1319	252.69	1088713	1102143	1068197
F4237	204.9464	126.85	293662	304822	250754
F4244	204.9729	135.54	1821952	1891180	1689112
F4246	204.9939	421.16	1873240	1680095	1932682
F4247	204.9939	428.04	1139209	1400680	1138982
F4278	205.0351	848.38	44264205	46681829	46325091
F4277	205.0351	837.94	18602055	22238398	21539723
F4276	205.0351	782.94	411891	373319	477028
F4293	205.0507	975.71	490015	464829	419598
F4303	205.0655	154.28	635664	1925403	2414789
F4307	205.0671	154.85	2624826	1597425	899648
F4317	205.0828	708.45	3537245	3493666	3439979
F4327	205.0867	167.27	785468	676329	654032
F4328	205.0867	174.09	262073	267285	246946
F4330	205.0891	526.14	197045	181474	146660
F4333	205.1	140.18	205079	179435	144324
F4345	205.1078	147.54	83565	0	0
F4378	205.1231	159.37	928633	1523845	615020
F4402	205.1595	154.28	975284014	981527910	963189441
F4403	205.2534	154.85	2327483	2518988	1584712
F4411	205.8669	186.7	180550	176654	214592
F4414	205.9416	123.98	2061959	2108811	2150444
F4415	205.9762	134.96	50348	71006	0
F4445	206.0323	226.71	575057	563559	551064
F4448	206.0385	848.38	1930200	1915864	1897645
F4447	206.0385	837.94	1296802	1513728	1415267
F4454	206.0491	675.03	1648425	1579455	1584509
F4453	206.0491	646.9	181412	227485	239777
F4502	206.0531	424.04	81299	139106	99468
F4510	206.0681	154.85	242877	143344	260082
F4524	206.082	182.68	2991617	2858205	3111480
F4528	206.0856	709.03	205641	204952	182551
