id_number	mz	rtime	posi-Yeast-12C14N-a	posi-Yeast-12C14N-b	posi-Yeast-12C14N-c	posi-Yeast-13C14N-a	posi-Yeast-13C14N-b	posi-Yeast-13C14N-c
F9355	538.3739	152.07	7733769	7378738	8232057	8692972	5538070	8608036
F8505	636.3371	147.7	7849012	7351449	7748598	7202666	8298760	8053264
F13714	826.3248	667.04	22991988	26054413	23772709	0	0	0
F1367	323.2946	145.04	2118840	2287183	2629853	2341785	2218532	2184329
F10004	602.332	238.79	3379925	8271	4899527	62512	3488919	4816634
F905	318.3156	145.04	2368158	2414224	2455907	2165279	1743693	1729668
F3843	347.2421	160.81	5482366	5457488	5232980	5934530	5752709	6064263
F5233	488.358	149.44	11588573	13116866	12000906	13628965	13564491	13546573
F8241	631.4556	143.05	5917138	6141719	5882561	6684070	6299832	6132108
F3561	182.1313	696.73	0	0	0	8453912	8180432	8268302
F3744	395.1562	700	0	0	0	36716288	35079251	36251948
F2774	337.6384	659.46	0	0	0	4667720	4778786	4697513
F5842	496.3636	147.7	6564305	6906273	6549840	6608295	6931579	6446064
F6406	421.2259	146.83	2981434	3512850	3846455	2621567	3806249	3680647
F8576	637.3912	158.76	27057519	21821665	18766656	22593151	21173560	22014119
F6058	499.3419	144.07	5119855	5097887	5222793	5583973	5662262	5345371
F1066	211.0724	849.14	0	0	0	6156383	6659442	7851377
F11410	624.2919	683.46	0	0	0	7761499	8019322	9025634
F11255	621.2152	783.2	0	0	0	11332607	13277722	14734530
F3285	304.1988	147.7	8477477	8251400	7612291	8286193	8114471	7927454
F2137	290.3278	172.51	0	0	0	16661121	16277160	16427478
F2602	336.2168	146.83	21264944	21127506	21260615	19812625	20308815	19734630
F7093	428.2424	146.83	3896391	4297356	3504454	3497390	4057009	3984742
F9644	541.4253	145.95	11640840	12933202	12889570	12375829	13230887	13021232
F10454	607.3674	145.95	5200682	6357900	5247662	5284559	6418738	6194542
F4809	483.372	152.07	1947735	2535192	1321086	2416732	2943059	1833173
F9498	785.5796	158.76	0	0	1807014	2849000	2737003	4297739
F9981	664.4625	157.74	5182532	4402066	5289283	6530771	6694674	7069928
F425	267.1995	164.92	1987450	1850923	2012866	2065560	2192047	2107124
F3867	353.2687	145.04	2915464	3910081	2318298	3126258	3538075	2914096
F10434	607.2365	165.91	7317685	4623069	4307358	5670569	4243439	4293283
F10643	554.426	159.79	6843122	6699050	6799263	7326953	6661846	6297081
F1347	151.09	798.38	0	0	0	13216254	13311483	13575649
F1363	323.2581	145.95	7287231	7852308	7384063	7665105	7939674	6370890
F1802	287.089	168.67	24583076	20065623	20836212	22053630	18312166	21753998
F10297	672.4159	153.86	3374737	1424971	1564771	3467412	1989212	2018543
F9232	649.5001	150.31	2578496	4008650	3623576	5762740	4141692	6249917
F12596	564.7343	509.04	10159458	10658138	10709873	0	0	0
F2793	299.1061	697.82	0	0	0	23395457	29307910	24881659
F5029	447.0988	145.04	1595977	1556315	1458906	2499988	3183696	3837415
F8674	531.3684	141.99	4459439	4073963	4307558	5003439	3957729	4752988
F1853	328.2481	157.74	91180795	91888006	88923803	40246869	38570216	36759474
F13447	360.1502	806.49	33482181	33252939	31192772	171999	193853	0
F1148	322.078	143.05	2247536	2741374	3775040	3961455	4717089	5700985
F8831	534.3063	146.83	4861466	4862841	4920973	4845575	5666716	3497083
F11790	714.5332	147.7	3289770	0	4929236	3340536	4698857	5486459
F7785	386.2751	172.51	7185763	6930421	7011424	8590388	7743889	8344780
F9184	537.2127	168.67	6599375	4722315	4814675	5754917	4753145	5030952
F1752	156.1746	152.96	10373440	10650459	10468369	2937746	2837799	2701577
F10270	549.4558	146.83	0	4737240	5942122	5157662	5187569	4572573
F1644	285.1485	145.95	30626040	29234328	30676491	27424789	28116826	26731275
F1638	285.1164	711.03	0	0	0	6634376	6776463	7091445
F8279	526.4111	140.93	2701345	3728067	3720339	4029083	4143876	3527180
F6324	502.3595	171.5	5364600	6607648	6445353	7297231	6999635	7712950
F9090	536.2185	168.67	29166825	19158050	18502559	25526125	21122908	21125615
F6806	425.2214	186.61	4660503	5349444	6698069	3907462	5386842	5911500
F7512	385.1259	151.18	7972606	6594798	5168679	6657081	5002242	5311490
F13513	713.3403	147.7	2319238	1716781	3089918	1425139	3094149	0
F12941	611.2305	646.35	13545295	15239984	15309759	0	0	0
F2441	294.2427	152.96	190003345	188643688	180926760	124056092	115389097	111882318
F6153	500.374	141.99	3169067	3708254	3364966	3333211	0	3915557
F9576	596.2914	148.57	5247035	3827758	5026166	6265290	6321578	4218366
F757	208.0702	698.92	0	0	0	36329484	34066081	36310259
F1360	323.241	146.83	2315909	1803161	2579900	2030372	1685698	2240340
F6471	461.2516	157.74	22459357	18204213	1006598	17562181	16723230	17305684
F5069	486.4028	140.93	4842490	3700627	4332246	5150692	4844774	4678126
F6967	466.2014	518.79	0	0	0	6540103	6586914	7389348
F5290	411.3104	145.04	2451908	2204493	1840319	2306520	2250085	1866065
F8195	523.3606	411.94	7819557	7948792	7878403	13239	13223	7130
F9974	546.3487	171.5	2796664	3016086	3130413	3525553	2846273	3566517
F9546	540.3746	162.88	3361094	3234723	3843820	3622636	3840864	3639839
F6228	501.3581	144.07	4267970	4971109	4227589	5038659	4308897	4461607
F6247	420.2227	146.83	36004392	40476359	42109065	39652205	40481866	40791419
F11646	570.3843	166.85	16621331	15576039	16303631	18547522	21363364	18353541
F5332	450.2853	413.02	5744168	5930070	6099334	6357451	6556218	6717485
F11305	622.1376	836.75	0	0	0	2923542	3302016	3906358
F9862	837.3603	683.46	0	0	0	6159263	6507604	6651009
F1827	328.191	145.95	5597783	6186259	6575155	5415409	4874499	4174599
F10072	603.3351	145.04	4566544	5107508	4816764	0	0	4741708
F6461	503.3864	414.1	0	0	0	7279392	7176280	7316034
F7359	515.3736	141.99	5912559	6630157	4457998	5370092	6302232	8213192
F7162	467.3843	161.85	12794853	12778920	12221195	10203908	10452158	10935752
F7058	427.3568	143.05	3617522	3094617	2563612	2719775	2803544	2810287
F8059	574.3	146.83	6098227	5286526	6240670	5168971	5517802	5129835
F6292	502.3163	146.83	3374469	3766343	3751021	3510530	4062930	4211179
F9927	545.3722	166.85	2419155	1776498	2230067	2449689	2642639	2272704
F3672	350.1959	147.7	9542084	10139028	11206471	10737325	10988083	11240270
F10057	870.3901	554.22	0	0	0	10391782	8656444	9437074
F7721	518.311	145.95	3878389	3723669	3784923	2986528	3910787	3484229
F6208	501.3023	239.78	2959703	3413	4150950	2930100	3087355	3426330
F10758	684.1832	824.43	0	0	0	4948598	5098953	4768649
F6524	461.363	140.93	2762870	2470916	2617077	2400844	2875872	3107558
F7712	474.3276	238.79	2644853	0	2749435	2848052	2836526	3179245
F12536	556.2173	752.37	13832290	15372498	16154500	0	0	0
F3918	396.2951	155.75	5286484	5733313	4784775	5131666	4930039	5422218
F7500	471.3106	145.04	4833800	4386118	4213416	4157754	4212004	4225010
F11254	700.4815	153.86	9098275	7547482	7728819	12982166	11666785	11890234
F8788	586.4157	161.85	2678731	3023695	3481846	3186215	3583795	3217755
F4802	483.364	164.92	1891725	1576781	1809761	1878856	1610551	1729767
F3526	307.2268	146.83	5667913	5915477	6297400	6093428	6137944	5925116
F4000	354.2849	167.76	18283220	19381702	19994030	20620494	21272863	20646954
F3857	188.1281	148.57	170427958	170147521	174061819	469791989	469702944	460494778
F11261	621.264	661.56	0	0	0	7153277	7471596	7458906
F3954	190.0491	805.42	0	0	0	3850501	3258069	2595218
F1575	284.2583	148.57	7387424	6504879	7148375	10210295	12625999	13140614
F9158	536.3951	140.93	5192631	5014124	5421326	5094277	5892844	5175228
F5965	369.2422	147.7	3882943	4837460	4633173	3474576	3985545	3502889
F4949	446.2533	148.57	7479089	8048271	7871130	7869684	7667853	7327091
F5601	492.3323	145.95	6001906	6199250	6523728	5602503	4903551	5606093
F6217	501.3211	148.57	4751651	4185095	3943301	4487926	4678992	3692305
F1527	325.2488	171.5	11089977	12432688	11561421	34413773	31568027	32928169
F4552	403.2087	159.79	17233956	11807448	11888753	12986884	10789279	10538843
F9816	662.2492	147.7	2402023	504517	1193431	4341937	1801433	1997370
F4288	440.2852	152.07	13600312	13311054	14239094	13609289	13519040	14412562
F9865	544.4365	140.93	4120732	4840768	5313923	4921967	5814523	4135336
F10607	554.3838	238.79	2365371	4864	2657594	2889647	2761289	2946662
F9328	768.3999	168.67	5522747	5175005	5410393	5733859	5131127	5445334
F7129	428.2854	171.5	15687413	15259658	15667390	16732646	15868229	16256994
F1173	322.1577	165.91	2854007	2631584	2916495	3314489	2925538	3215554
F5425	365.2688	144.07	2399613	3369099	2498609	2664590	3183174	2963270
F8936	643.3265	150.31	5084779	4548839	3772395	5189678	4483301	4977731
F11466	625.1452	816.58	0	0	0	4419673	4801867	4438330
F2477	295.1945	167.76	3390242	3301595	3878665	4263347	4371714	4837989
F5608	492.3774	152.96	1642509	5695153	4468709	4535737	2616577	3629633
F10965	689.1454	841	0	0	0	8900173	9494838	10455309
F11644	130.0499	776.92	306470891	316266317	306404025	0	0	0
F2350	293.1596	169.59	4103515	4520772	4553306	4321720	4570222	4943469
F4373	441.2887	165.91	4045375	4159368	4015679	4030090	4358346	4384302
F9040	590.2508	660.5	0	0	0	6679988	5755968	4531483
F8267	390.3219	141.99	2026007	2537959	1952132	2450966	2012505	2159916
F8745	586.3001	149.44	7743240	5462388	7409683	5927184	7113277	6765109
F11563	626.4829	155.75	2424598	2540538	3334335	2648094	2567269	3358176
F12083	273.2619	160.81	3448675	3264862	2940341	0	0	0
F1321	323.2007	145.95	6910867	3824573	3489601	5898440	5934614	6582516
F5007	446.3266	145.04	3835050	3422931	3152034	3529745	3404050	3425995
F4627	443.3146	145.95	3122694	3364283	3424456	3328185	2637047	3256184
F8272	577.3344	156.73	6161036	5169651	4868709	5577728	4888141	4442731
F13921	438.194	762.64	49822057	50947578	49847930	0	0	0
F1568	221.0805	805.42	0	0	0	3112188	3308769	3464995
F9964	546.3426	146.83	5034100	6655723	5596470	6180947	5978352	5568768
F738	316.1968	418.51	18464331	18626956	18794741	18094325	17790258	18108934
F6190	419.2788	147.7	6674353	7737033	8283362	8035339	7775977	6600262
F8435	580.3119	152.96	6840176	8249879	6966255	8487241	8063522	7714570
F8018	388.3063	145.04	3540097	3234735	3349056	3103765	3382217	3296456
F2478	295.1945	185.63	10413554	10707084	11167220	9530577	10426400	10472965
F400	201.2413	285.43	66298837	66604986	67250483	56396935	56094221	56256077
F1726	286.0182	869.48	0	0	0	12507232	12797736	12585932
F1343	215.0818	829.06	0	1509	4460	6074609	6355993	6968922
F1475	153.091	148.57	160410150	162132738	166908566	491632244	480935393	470626814
F2656	171.1209	148.57	25198512	26969136	24389078	74447662	71349003	73305691
F9951	852.2488	138.82	3033457	0	0	4402931	0	5859212
F394	313.2051	523.11	11606098	12186598	13136788	11245683	11109381	12007450
F6344	502.3895	140.93	0	5006438	4614788	5742107	5937519	4872936
F8742	586.2701	150.31	703693	563104	1553914	7227334	4325363	3183938
F5605	492.3689	144.07	4660754	4884674	5957503	4916825	4797594	4804320
F5618	452.3372	145.95	4208469	4601015	4625398	4340243	4036671	4006345
F10463	607.5039	152.07	13740657	14566906	13649112	3961106	4235498	3981344
F8611	638.2783	239.78	2560872	0	3530179	2619901	2390068	2968739
F9794	544.3272	152.07	8210511	9703769	8977152	8297804	9264885	9087909
F9398	653.4272	125.2	2287042	0	2956276	2472824	2860217	2979553
F2109	330.2793	140.93	3328765	3610870	3369734	4077826	3837833	4143663
F5943	369.2057	147.7	9754563	11685371	10899022	8326153	10283897	10540404
F9251	761.4793	157.74	2381738	906985	1070553	1586272	2035892	1634299
F10109	885.4132	782.14	0	0	0	5291991	5229633	5256294
F9263	592.3116	147.7	4901293	5150249	4864360	4420463	5982264	5959522
F3416	343.3318	156.73	15605879	16069118	15755561	8309830	7898370	8649021
F3986	397.2951	144.07	2703631	2073250	2987568	2379767	3101858	3241643
F2335	293.1158	235.83	3812879	170484	4280770	5237473	4673582	4928113
F4240	356.2642	171.5	22524735	23098491	22419283	23379739	23776378	23049979
F8738	532.3848	152.07	15496127	15224669	16130370	17587762	18097939	16745980
F1795	327.2893	145.95	2141328	2144604	3142315	1998690	1786563	2263590
F13273	664.1165	800.38	13469155	29102	11156478	0	0	0
F1329	281.1597	171.5	7188117	7992967	9092280	7308085	8389812	9582663
F5468	490.3891	143.05	3986126	4747008	5091775	4843568	4149066	2787242
F2185	291.1805	143.05	0	411079	0	6115533	0	4897142
F10052	869.5582	154.79	4297364	2163124	2422577	2296431	2501630	2449401
F7177	513.3208	146.83	3895714	4203453	3373993	3264743	3352966	3337861
F10003	602.332	172.51	4025853	5275646	6186751	0	5277491	6518029
F2308	333.2253	146.83	4955236	4489413	5001567	4126334	4225498	4459846
F6989	426.3221	145.95	4680312	5480370	4684079	3945415	3961828	4911804
F8258	632.2069	647.47	10409288	15060291	16578805	0	0	0
F8544	582.3641	144.07	2927343	3255261	2384743	2774677	3297585	3530579
F3452	254.1246	238.79	0	0	0	2687933	2795933	3326267
F11725	711.1275	842.03	0	0	0	4192515	4503266	4276527
F1877	329.0973	684.54	0	0	0	7146860	7782747	7455737
F5706	453.3258	143.05	1602471	1617831	1562023	1628360	1647183	1759276
F6207	501.3023	186.61	3781056	4308646	4698731	3270656	3921603	4239387
F9615	658.3592	145.95	3615384	2102261	3924170	2877192	3137308	2691080
F6	196.0577	795.26	0	0	0	7682942	8197799	7852748
F10697	555.4043	145.04	8507765	8850218	8828810	7622369	8851023	7562373
F7097	512.3215	148.57	6934514	6546077	6171499	7149456	6930504	5294721
F10958	354.2016	243.7	3763381	51989	5587142	4251806	5070187	6226280
F10087	882.4311	166.85	1508684	2227573	2506651	1363045	1896439	2159461
F3671	257.267	148.57	26239472	25143816	27166724	17728771	17106195	17390187
F11553	704.5143	155.75	15352673	15582491	15648856	16361677	16611344	17463912
F4451	480.3688	141.99	5840824	5680520	5996155	5158402	5220015	5065675
F6714	506.3845	141.99	5019225	5019211	5725972	4822934	0	4844063
F7736	518.3412	414.1	0	0	1851	5068070	4883102	4943500
F5550	492.2443	159.79	7593338	8769768	7808464	7553499	6981549	6766647
F6268	502.2798	145.95	5708698	5515895	5299026	4923064	5399554	4720893
F5455	451.2369	155.75	5754681	6155526	5279209	5014555	5419062	5634300
F6593	462.255	158.76	2765233	2176315	1844181	2020293	2076863	2073658
F7251	381.3365	140.93	3367443	4609758	3306058	4114283	3526841	3942965
F13820	931.3782	515.55	8546415	8672572	8742041	0	0	0
F4859	445.2772	158.76	5613599	5662008	5384066	5647521	5738085	5673901
F6106	457.32	168.67	3985764	3391156	4031533	4387837	4216542	4302990
F11852	573.3419	145.04	2272364	3950601	3580259	3000231	0	3142347
F7592	472.3787	141.99	2885734	3106297	3523089	3199535	2779824	3230521
F1335	214.8408	817.68	0	37769	0	1584176	2115344	3041887
F11135	562.4468	140.93	6514116	7359862	7962018	8115465	7770405	7851201
F8498	581.2985	165.91	2835649	2797153	3304712	3285794	2519556	2633930
F156	262.2246	153.86	5041979	6231723	5385532	1729381	2002538	1716364
F8371	633.492	129.37	4156137	4289089	4372874	4727250	5026424	5007761
F346	131.083	266.95	5556	12812	20290	19227386	22399910	25317340
F13748	860.3581	544.01	15688583	15695504	15110588	0	0	0
F3537	344.3158	160.81	8111232	9132179	8321343	1057659	607849	861690
F6660	462.353	119.89	2756130	2955963	2874448	2868313	2871914	2879064
F10376	674.4308	152.96	8148878	4905537	4567325	4716880	3812405	3741684
F6737	375.2533	145.95	3125491	3459697	3455081	1798849	2210613	2118242
F6769	424.3426	140.93	3423836	3055691	2970829	2641908	2922096	2146740
F6746	463.7238	518.79	0	0	0	6066417	6271716	7400426
F8657	531.3315	150.31	4740229	4530925	3994178	3883640	5003618	4579727
F11939	726.3902	170.53	2562220	2521272	2386695	2434078	2553988	2389595
F368	313.0466	704.46	0	0	0	18966601	19173134	19510800
F11731	571.3266	145.04	2892107	2929964	2981400	2785770	3680554	2739705
F4693	444.274	146.83	3478642	3933232	4083903	3645605	4744853	3703779
F9302	764.4162	168.67	5259967	5178458	5329790	5810825	6122761	6027258
F11245	412.3055	141.99	4776211	4144900	5078581	4907200	4126414	4129149
F3502	307.1697	145.95	2338639	2409478	2506513	2254624	2389251	1769125
F8896	739.5385	157.74	0	4913641	0	7798218	7562259	7408233
F13990	456.3324	144.07	8500209	0	9307700	0	0	0
F3968	190.0718	143.05	4217295	5312429	7132696	7812384	9774844	9891156
F6246	501.4135	139.87	2251241	2547922	2773301	3072830	3083633	2682664
F7987	388.2386	160.81	1984331	2115786	1875950	2117442	1069051	1763434
F8228	576.4096	153.86	10397190	13771094	11674838	14772250	15394855	14945161
F10300	941.4104	520.96	0	0	0	6926167	6424029	6798122
F7474	516.3687	141.99	3895209	4071423	4174810	4124933	4274316	3890852
F5330	450.2853	149.44	9518003	9598376	10618667	9889825	8429740	10321865
F8068	524.3952	140.93	6431852	5941628	5957015	5880197	6138892	6132364
F8714	532.3271	144.07	4624015	4430211	4570666	3993030	4097894	3562592
F680	271.1517	164.92	2890241	2942499	2589186	3014771	2805043	3334195
F4642	443.3514	145.95	7800328	6730614	5345700	8892634	6380439	6524745
F4747	482.8607	153.86	0	1590077	1781747	2030020	1653132	1621069
F6825	464.3373	145.95	3888233	3105131	3583636	2930775	3705264	3318307
F12378	297.0692	781.02	15247228	483805	5343826	0	0	0
F3811	395.2912	147.7	3393379	3407254	2459356	3134012	1856858	2926282
F6353	502.4258	140.93	2720243	2324629	3178208	2784372	2104546	2588054
F9789	544.2968	172.51	4873720	4099532	4531641	4180677	4195634	4252963
F3327	342.3002	147.7	15971170	15713942	15806694	12909901	13885472	12992057
F7790	386.2903	145.04	4817086	5043382	5923639	5022862	5396035	4575174
F8531	582.3119	170.53	5001828	4898907	5092435	5159680	4622816	4148515
F3458	306.2145	145.95	3247309	3420823	4286216	3400687	3901249	3124937
F7244	429.3727	143.05	4917869	5424036	5117730	5488792	5629204	4812243
F2919	300.1676	146.83	3796656	3167146	3914826	3030902	2760372	2556104
F3341	343.0974	149.44	4813902	3942416	4930759	5514122	4077043	4391651
F4114	398.3113	157.74	3659002	3667378	3315325	2735270	3145890	3294418
F5221	448.2966	164.92	1211782	2996284	5671270	815788	1191763	5596331
F9180	648.3375	145.95	4369891	5302113	4841775	5090438	5277737	3712874
F7514	431.2681	172.51	5901931	6051809	5942112	6153078	5952052	6053316
F13826	952.3559	515.55	8045999	8044498	7768385	0	0	0
F5008	486.2852	145.95	5216521	5838990	5714144	4802685	4226701	4392942
F10342	673.4272	153.86	24148801	17750997	17728720	19837328	16548819	14097348
F4142	438.2695	147.7	7700334	7474193	7494539	9374783	7532447	8568380
F11402	566.4054	141.99	6776742	6738170	5157246	6046714	6209380	6698760
F9370	538.432	149.44	5927513	5390076	6158316	4555695	5064680	4135860
F91	309.185	146.83	4636187	4658746	4108545	3868007	4215976	3118797
F9237	592.2264	150.31	6866336	2767735	4404639	3474538	3275602	3977011
F10591	680.3477	163.9	5175629	4136735	3716540	4587073	4561853	4071517
F5998	369.3	145.95	2779649	2664488	3117019	3212022	2627813	2522396
F7521	431.2792	146.83	4714857	4347761	4206154	4752950	4407491	3279592
F5898	497.3509	152.96	4967085	4267189	4802470	4746450	5104860	4457072
F6763	424.3055	147.7	5039735	5551058	5528352	4926236	5659685	4786143
F6843	509.2879	150.31	0	3959217	3256854	4302247	4634956	3454080
F5531	414.2154	145.95	2128891	864894	1913885	2521989	2565446	2774977
F10628	610.3946	145.04	1582271	2830884	3083507	2794685	3290098	2822845
